Source,Target,value
23395,nortriptyline,1
23510,nortriptyline,1
85360,nortriptyline,1
9219,nortriptyline,1
9968,nortriptyline,-1
3291,nortriptyline,-1
4321,nortriptyline,-1
357,nortriptyline,-1
8534,nortriptyline,-1
1392,nortriptyline,1
952,nortriptyline,-1
9172,nortriptyline,1
6563,nortriptyline,-1
7693,nortriptyline,1
22865,nortriptyline,-1
5047,nortriptyline,-1
23266,nortriptyline,1
6536,nortriptyline,-1
54799,nortriptyline,-1
63934,nortriptyline,-1
29760,nortriptyline,-1
463,nortriptyline,-1
5800,nortriptyline,-1
5740,nortriptyline,1
3761,nortriptyline,-1
3620,nortriptyline,-1
8676,nortriptyline,1
942,nortriptyline,-1
9890,nortriptyline,-1
7062,nortriptyline,-1
25827,nortriptyline,1
2057,nortriptyline,-1
222642,nortriptyline,-1
26585,nortriptyline,-1
80006,nortriptyline,-1
79634,nortriptyline,-1
54762,nortriptyline,-1
5429,nortriptyline,-1
7442,nortriptyline,1
55512,nortriptyline,-1
79940,nortriptyline,1
54830,nortriptyline,-1
80164,nortriptyline,-1
6041,nortriptyline,-1
55798,nortriptyline,-1
259173,nortriptyline,-1
6376,nortriptyline,-1
387,paroxetine,1
10398,paroxetine,1
6777,paroxetine,1
3329,paroxetine,1
993,paroxetine,1
1958,paroxetine,-1
1022,paroxetine,1
8091,paroxetine,1
1605,paroxetine,1
7027,paroxetine,1
1978,paroxetine,-1
142,paroxetine,1
3312,paroxetine,1
5111,paroxetine,1
6839,paroxetine,1
5223,paroxetine,1
991,paroxetine,1
10320,paroxetine,-1
6304,paroxetine,-1
2146,paroxetine,1
4172,paroxetine,1
6184,paroxetine,1
8607,paroxetine,1
332,paroxetine,1
23244,paroxetine,1
90861,paroxetine,1
5829,paroxetine,-1
11065,paroxetine,1
890,paroxetine,1
6390,paroxetine,1
4303,paroxetine,-1
10953,paroxetine,1
9217,paroxetine,1
4860,paroxetine,1
7168,paroxetine,1
3978,paroxetine,1
10898,paroxetine,-1
1647,paroxetine,-1
2958,paroxetine,1
6599,paroxetine,1
11041,paroxetine,1
79073,paroxetine,1
23659,paroxetine,1
1509,paroxetine,-1
4783,paroxetine,1
4125,paroxetine,-1
3930,paroxetine,1
10450,paroxetine,1
54386,paroxetine,-1
644,paroxetine,1
25805,paroxetine,-1
3925,paroxetine,1
2582,paroxetine,1
10276,paroxetine,1
9697,paroxetine,1
89910,paroxetine,-1
5438,paroxetine,1
9637,paroxetine,1
3416,paroxetine,1
9833,paroxetine,1
1465,paroxetine,1
6988,paroxetine,-1
11011,paroxetine,1
10049,paroxetine,-1
23658,paroxetine,1
128,paroxetine,1
3300,paroxetine,-1
55825,paroxetine,-1
10329,paroxetine,1
3398,paroxetine,-1
3800,paroxetine,-1
5982,paroxetine,-1
51495,paroxetine,1
91949,paroxetine,-1
84617,paroxetine,1
79850,paroxetine,1
5427,paroxetine,1
5985,paroxetine,1
10112,paroxetine,1
58472,paroxetine,-1
10153,paroxetine,1
874,paroxetine,-1
54821,paroxetine,1
9948,paroxetine,1
10971,paroxetine,1
5714,paroxetine,1
6734,paroxetine,-1
11176,paroxetine,-1
5500,paroxetine,-1
10299,paroxetine,-1
9929,paroxetine,-1
6192,paroxetine,1
22906,paroxetine,-1
4171,paroxetine,1
3475,paroxetine,-1
11243,paroxetine,1
833,paroxetine,-1
4853,paroxetine,1
7298,paroxetine,1
4189,paroxetine,-1
8697,paroxetine,1
22838,paroxetine,-1
10556,paroxetine,1
687,paroxetine,-1
5433,paroxetine,1
2952,paroxetine,1
990,paroxetine,1
8504,paroxetine,1
23474,paroxetine,-1
1164,paroxetine,1
23288,paroxetine,-1
4335,paroxetine,-1
23649,paroxetine,1
9156,paroxetine,1
8208,paroxetine,1
10384,paroxetine,-1
79968,paroxetine,1
26872,paroxetine,-1
23545,paroxetine,1
9244,paroxetine,1
627,paroxetine,1
7439,paroxetine,-1
57658,paroxetine,-1
10957,paroxetine,-1
26959,paroxetine,-1
23558,paroxetine,-1
6257,paroxetine,-1
8644,paroxetine,-1
5910,paroxetine,1
11119,paroxetine,-1
5376,paroxetine,1
10142,paroxetine,-1
7461,paroxetine,-1
3320,paroxetine,1
23339,paroxetine,-1
204851,paroxetine,-1
472,paroxetine,-1
23511,paroxetine,1
157922,paroxetine,1
23397,paroxetine,1
157680,paroxetine,-1
8674,paroxetine,-1
7923,paroxetine,-1
10383,paroxetine,1
23457,paroxetine,-1
7586,paroxetine,-1
7372,paroxetine,1
4174,paroxetine,1
25844,paroxetine,-1
5928,paroxetine,1
23788,paroxetine,1
64061,paroxetine,-1
55723,paroxetine,1
51185,paroxetine,-1
79706,paroxetine,-1
79622,paroxetine,1
54463,paroxetine,-1
79654,paroxetine,-1
80149,paroxetine,-1
64798,paroxetine,-1
57134,paroxetine,-1
11320,paroxetine,-1
56935,paroxetine,1
3839,paroxetine,1
51659,paroxetine,1
79720,paroxetine,-1
8266,paroxetine,1
113791,paroxetine,-1
93129,paroxetine,-1
55839,paroxetine,1
55108,paroxetine,-1
6903,paroxetine,-1
5156,paroxetine,-1
9118,paroxetine,-1
1113,paroxetine,-1
9737,paroxetine,-1
8790,paroxetine,-1
9755,paroxetine,-1
862,paroxetine,-1
27299,paroxetine,-1
9699,paroxetine,-1
116986,paroxetine,-1
6916,paroxetine,-1
7109,paroxetine,-1
23304,paroxetine,-1
51665,paroxetine,-1
23492,paroxetine,-1
6091,paroxetine,-1
8828,paroxetine,-1
5189,paroxetine,-1
56271,paroxetine,-1
5729,paroxetine,-1
64123,paroxetine,-1
57823,paroxetine,-1
51274,paroxetine,-1
57125,paroxetine,-1
10023,paroxetine,-1
80724,paroxetine,-1
54816,paroxetine,-1
259173,paroxetine,-1
1454,protriptyline,1
1958,protriptyline,-1
1022,protriptyline,-1
6464,protriptyline,1
994,protriptyline,-1
11182,protriptyline,-1
23161,protriptyline,1
6184,protriptyline,-1
79071,protriptyline,-1
10972,protriptyline,-1
9915,protriptyline,1
8985,protriptyline,1
3895,protriptyline,1
7020,protriptyline,1
55893,protriptyline,1
9650,protriptyline,1
3308,protriptyline,1
1070,protriptyline,1
2771,protriptyline,1
9918,protriptyline,1
79073,protriptyline,1
8895,protriptyline,-1
4891,protriptyline,-1
10180,protriptyline,1
27095,protriptyline,-1
388650,protriptyline,1
23131,protriptyline,-1
10845,protriptyline,-1
6915,protriptyline,1
85236,protriptyline,-1
1062,protriptyline,-1
2896,protriptyline,-1
23321,protriptyline,1
26064,protriptyline,1
178,protriptyline,-1
4931,protriptyline,1
4998,protriptyline,1
10038,protriptyline,1
960,protriptyline,1
9531,protriptyline,-1
7852,protriptyline,-1
51382,protriptyline,-1
9695,protriptyline,-1
11335,protriptyline,1
81,protriptyline,1
5901,protriptyline,-1
8887,protriptyline,1
5886,protriptyline,1
1364,protriptyline,1
5412,protriptyline,-1
2107,protriptyline,-1
1345,protriptyline,-1
10217,protriptyline,1
3074,protriptyline,-1
10421,protriptyline,1
2171,protriptyline,-1
12,protriptyline,-1
6949,protriptyline,1
203,protriptyline,-1
117178,protriptyline,-1
8453,protriptyline,-1
6388,protriptyline,-1
4709,protriptyline,-1
25852,protriptyline,-1
27257,protriptyline,-1
8449,protriptyline,1
10946,protriptyline,1
5095,protriptyline,-1
2011,protriptyline,1
22880,protriptyline,1
26751,protriptyline,1
27042,protriptyline,1
89795,protriptyline,-1
7978,protriptyline,-1
4097,protriptyline,1
6102,protriptyline,-1
5225,protriptyline,-1
2267,protriptyline,-1
8309,protriptyline,1
38,protriptyline,-1
4782,protriptyline,1
6939,protriptyline,1
7037,protriptyline,-1
10130,protriptyline,-1
5515,protriptyline,-1
5036,protriptyline,1
304,protriptyline,-1
5127,protriptyline,1
8666,protriptyline,1
7386,protriptyline,-1
4758,protriptyline,-1
10539,protriptyline,-1
8560,protriptyline,1
64116,protriptyline,1
663,protriptyline,-1
4149,protriptyline,-1
51230,protriptyline,1
10658,protriptyline,1
23355,protriptyline,-1
65005,protriptyline,1
3953,protriptyline,-1
429,protriptyline,-1
2820,protriptyline,-1
7164,protriptyline,-1
8289,protriptyline,1
1622,protriptyline,-1
5441,protriptyline,-1
7879,protriptyline,-1
10092,protriptyline,-1
58517,protriptyline,-1
26173,protriptyline,1
23065,protriptyline,-1
7572,protriptyline,-1
57680,protriptyline,1
23186,protriptyline,-1
3842,protriptyline,-1
5305,protriptyline,1
7779,protriptyline,-1
23113,protriptyline,1
23132,protriptyline,1
8549,protriptyline,1
9704,protriptyline,1
11278,protriptyline,-1
23534,protriptyline,1
5129,protriptyline,1
6374,protriptyline,-1
8334,protriptyline,-1
30968,protriptyline,-1
23002,protriptyline,1
5279,protriptyline,-1
27102,protriptyline,1
10169,protriptyline,-1
26073,protriptyline,-1
64755,protriptyline,1
54867,protriptyline,1
51564,protriptyline,1
79004,protriptyline,-1
79042,protriptyline,-1
29796,protriptyline,-1
55213,protriptyline,-1
10069,protriptyline,-1
54476,protriptyline,1
55802,protriptyline,1
55201,protriptyline,1
29109,protriptyline,1
79693,protriptyline,-1
29097,protriptyline,1
55743,protriptyline,1
2217,protriptyline,-1
10848,protriptyline,1
114884,protriptyline,1
65979,protriptyline,1
80007,protriptyline,-1
80219,protriptyline,-1
28957,protriptyline,-1
64772,protriptyline,1
51157,protriptyline,1
9238,protriptyline,1
11160,protriptyline,-1
1875,protriptyline,-1
90355,protriptyline,-1
29960,protriptyline,1
8175,protriptyline,1
11108,protriptyline,1
3291,protriptyline,1
1730,protriptyline,1
22915,protriptyline,-1
26085,protriptyline,-1
25780,protriptyline,1
7289,protriptyline,1
116986,protriptyline,1
5229,protriptyline,-1
57119,protriptyline,-1
268,protriptyline,1
735,protriptyline,-1
9394,protriptyline,1
4889,protriptyline,-1
2833,protriptyline,1
11027,protriptyline,-1
5800,protriptyline,1
6482,protriptyline,1
9364,protriptyline,-1
5338,protriptyline,1
2358,protriptyline,-1
10278,protriptyline,1
645682,protriptyline,1
5462,protriptyline,1
84268,protriptyline,-1
11191,protriptyline,-1
147339,protriptyline,-1
126231,protriptyline,1
27037,protriptyline,1
79954,protriptyline,-1
79870,protriptyline,-1
4649,protriptyline,1
79585,protriptyline,1
55036,protriptyline,1
83439,protriptyline,1
3355,protriptyline,-1
112869,protriptyline,1
695,reboxetine,1
1605,reboxetine,1
5925,reboxetine,-1
4780,reboxetine,1
3815,reboxetine,-1
7264,reboxetine,-1
2817,reboxetine,-1
1666,reboxetine,-1
10973,reboxetine,-1
80746,reboxetine,-1
84890,reboxetine,1
10190,reboxetine,-1
9686,reboxetine,-1
56889,reboxetine,-1
51116,reboxetine,-1
178,reboxetine,-1
22934,reboxetine,1
27244,reboxetine,-1
10250,reboxetine,1
955,reboxetine,-1
55165,reboxetine,-1
9925,reboxetine,1
4478,reboxetine,-1
5573,reboxetine,-1
6209,reboxetine,1
6227,reboxetine,1
10527,reboxetine,-1
830,reboxetine,-1
347,reboxetine,-1
3916,reboxetine,1
1615,reboxetine,-1
8087,reboxetine,-1
10217,reboxetine,-1
10160,reboxetine,-1
10412,reboxetine,-1
25937,reboxetine,-1
11052,reboxetine,-1
22877,reboxetine,-1
6477,reboxetine,1
4597,reboxetine,1
3145,reboxetine,1
220,reboxetine,-1
7707,reboxetine,-1
687,reboxetine,-1
51704,reboxetine,-1
2149,reboxetine,-1
2643,reboxetine,-1
24139,reboxetine,1
29902,reboxetine,1
1917,reboxetine,1
80742,reboxetine,1
995,reboxetine,1
6645,reboxetine,-1
23708,reboxetine,-1
23545,reboxetine,1
9687,reboxetine,1
5587,reboxetine,-1
3600,reboxetine,-1
1960,reboxetine,-1
970,reboxetine,1
2281,reboxetine,1
4595,reboxetine,-1
10296,reboxetine,-1
6428,reboxetine,-1
5687,reboxetine,1
57035,reboxetine,-1
10735,reboxetine,-1
2824,reboxetine,-1
5876,reboxetine,-1
51230,reboxetine,-1
51141,reboxetine,-1
9562,reboxetine,1
2963,reboxetine,-1
9194,reboxetine,-1
825,reboxetine,-1
6819,reboxetine,-1
3135,reboxetine,1
84790,reboxetine,1
10079,reboxetine,-1
4297,reboxetine,-1
26057,reboxetine,-1
9905,reboxetine,-1
9659,reboxetine,-1
9716,reboxetine,-1
26009,reboxetine,-1
66036,reboxetine,-1
6398,reboxetine,1
283131,reboxetine,-1
6130,reboxetine,1
64397,reboxetine,-1
2590,reboxetine,-1
10492,reboxetine,-1
55705,reboxetine,-1
55827,reboxetine,-1
54812,reboxetine,1
55700,reboxetine,-1
51186,reboxetine,-1
9547,reboxetine,-1
79893,reboxetine,-1
55326,reboxetine,-1
51312,reboxetine,1
65992,reboxetine,1
63901,reboxetine,-1
51315,reboxetine,-1
64760,reboxetine,-1
29093,reboxetine,-1
79706,reboxetine,-1
29777,reboxetine,1
55506,reboxetine,1
64395,reboxetine,1
51115,reboxetine,-1
79664,reboxetine,-1
51018,reboxetine,-1
79759,reboxetine,1
56474,reboxetine,1
54981,reboxetine,-1
55333,reboxetine,-1
10891,reboxetine,-1
79623,reboxetine,1
3652,reboxetine,-1
51191,reboxetine,1
7812,reboxetine,1
3070,reboxetine,-1
64772,reboxetine,-1
29125,reboxetine,1
81627,reboxetine,1
64850,reboxetine,-1
339044,reboxetine,-1
84061,reboxetine,-1
7462,reboxetine,1
2122,reboxetine,-1
800,reboxetine,-1
22879,reboxetine,-1
578,reboxetine,1
4033,reboxetine,1
286,reboxetine,1
793,reboxetine,-1
5893,reboxetine,1
2674,reboxetine,1
7356,reboxetine,1
2993,reboxetine,1
6583,reboxetine,1
9229,reboxetine,1
9522,reboxetine,-1
7594,reboxetine,1
57821,reboxetine,1
51066,reboxetine,1
6885,reboxetine,1
4084,reboxetine,1
9498,reboxetine,1
5991,reboxetine,1
3739,reboxetine,1
4889,reboxetine,1
1670,reboxetine,1
11262,reboxetine,1
2996,reboxetine,1
926,reboxetine,1
2563,reboxetine,1
11170,reboxetine,-1
51752,reboxetine,-1
8315,reboxetine,1
4843,reboxetine,1
26013,reboxetine,1
4887,reboxetine,1
9104,reboxetine,-1
8647,reboxetine,1
212,reboxetine,1
460,reboxetine,1
27124,reboxetine,1
8632,reboxetine,1
3755,reboxetine,1
221830,reboxetine,1
25787,reboxetine,1
85021,reboxetine,1
200205,reboxetine,1
642636,reboxetine,1
3044,reboxetine,1
6006,reboxetine,1
2994,reboxetine,1
931,reboxetine,1
54929,reboxetine,1
56180,reboxetine,1
27128,reboxetine,1
55112,reboxetine,-1
79922,reboxetine,1
79974,reboxetine,-1
11092,reboxetine,1
79848,reboxetine,-1
55200,reboxetine,1
56000,reboxetine,1
80067,reboxetine,1
54993,reboxetine,1
10077,reboxetine,1
387751,reboxetine,1
1005,reboxetine,1
80833,reboxetine,-1
7711,reboxetine,1
100134713,reboxetine,1
57223,reboxetine,1
54920,reboxetine,1
427,sertraline,-1
5054,sertraline,1
4793,sertraline,-1
4144,sertraline,1
10398,sertraline,1
51422,sertraline,1
2534,sertraline,-1
8091,sertraline,1
3486,sertraline,-1
1021,sertraline,1
8061,sertraline,1
5900,sertraline,-1
6304,sertraline,-1
2264,sertraline,-1
1027,sertraline,-1
25803,sertraline,1
29937,sertraline,1
23378,sertraline,1
6659,sertraline,-1
79071,sertraline,-1
4303,sertraline,-1
6182,sertraline,1
7168,sertraline,1
9375,sertraline,-1
55556,sertraline,1
54541,sertraline,-1
2958,sertraline,1
4609,sertraline,1
5359,sertraline,1
3611,sertraline,1
9805,sertraline,1
823,sertraline,-1
3482,sertraline,-1
54386,sertraline,-1
10007,sertraline,-1
4605,sertraline,1
25805,sertraline,-1
4651,sertraline,-1
9697,sertraline,1
9270,sertraline,1
5889,sertraline,1
80746,sertraline,1
6509,sertraline,-1
5018,sertraline,-1
23212,sertraline,1
1465,sertraline,1
9053,sertraline,-1
10190,sertraline,1
3300,sertraline,-1
8835,sertraline,-1
3682,sertraline,1
10329,sertraline,1
2896,sertraline,-1
22905,sertraline,1
57192,sertraline,-1
3398,sertraline,-1
7690,sertraline,-1
2887,sertraline,-1
93594,sertraline,-1
5287,sertraline,-1
23013,sertraline,-1
8821,sertraline,1
84617,sertraline,1
25,sertraline,-1
11031,sertraline,1
5985,sertraline,1
10493,sertraline,-1
5993,sertraline,-1
8318,sertraline,1
6722,sertraline,1
29994,sertraline,-1
2108,sertraline,1
9587,sertraline,1
8882,sertraline,1
2987,sertraline,1
5216,sertraline,1
6520,sertraline,-1
2804,sertraline,-1
10627,sertraline,1
4077,sertraline,-1
4141,sertraline,-1
347,sertraline,-1
6624,sertraline,-1
3654,sertraline,1
9643,sertraline,-1
3419,sertraline,1
22906,sertraline,-1
50717,sertraline,-1
6256,sertraline,-1
9325,sertraline,1
10479,sertraline,-1
1264,sertraline,1
6857,sertraline,-1
29966,sertraline,1
8438,sertraline,1
4675,sertraline,-1
1080,sertraline,-1
9816,sertraline,1
51379,sertraline,1
4857,sertraline,-1
7458,sertraline,-1
7299,sertraline,1
7430,sertraline,-1
6892,sertraline,-1
8644,sertraline,-1
10749,sertraline,1
8613,sertraline,-1
5631,sertraline,-1
25901,sertraline,-1
7041,sertraline,1
5727,sertraline,-1
11235,sertraline,1
7461,sertraline,-1
57720,sertraline,-1
26099,sertraline,1
23468,sertraline,-1
23248,sertraline,-1
6237,sertraline,1
157680,sertraline,-1
10196,sertraline,1
51491,sertraline,1
145389,sertraline,-1
4071,sertraline,-1
9380,sertraline,1
113457,sertraline,1
6218,sertraline,1
27324,sertraline,-1
80762,sertraline,-1
5859,sertraline,-1
79180,sertraline,-1
1112,sertraline,-1
4201,sertraline,1
79077,sertraline,1
55723,sertraline,1
54982,sertraline,1
55788,sertraline,-1
79590,sertraline,1
55366,sertraline,-1
54585,sertraline,-1
55900,sertraline,-1
54148,sertraline,1
79577,sertraline,1
79693,sertraline,1
55014,sertraline,1
54707,sertraline,1
55757,sertraline,-1
9439,sertraline,-1
51002,sertraline,1
60490,sertraline,1
51741,sertraline,-1
65003,sertraline,1
57099,sertraline,1
79078,sertraline,1
79074,sertraline,1
9668,sertraline,-1
51022,sertraline,1
51287,sertraline,1
51154,sertraline,1
78996,sertraline,1
81858,sertraline,1
339044,sertraline,-1
2744,sertraline,1
51659,sertraline,1
55168,sertraline,1
79137,sertraline,-1
23677,sertraline,-1
9399,sertraline,1
23328,sertraline,-1
64834,sertraline,1
72,sertraline,1
11075,sertraline,-1
2215,sertraline,1
5549,sertraline,1
933,sertraline,1
9755,sertraline,-1
7349,sertraline,-1
9223,sertraline,-1
9607,sertraline,1
9079,sertraline,-1
4084,sertraline,1
5100,sertraline,-1
10795,sertraline,-1
440915,sertraline,1
55023,sertraline,-1
6935,sertraline,-1
25907,sertraline,1
92211,sertraline,-1
222161,sertraline,-1
2676,sertraline,1
5008,sertraline,1
23090,sertraline,-1
9332,sertraline,1
25786,sertraline,1
65982,sertraline,-1
58494,sertraline,-1
79633,sertraline,-1
80095,sertraline,-1
57728,sertraline,-1
10785,sertraline,1
51531,sertraline,1
5921,tranylcypromine,-1
348,tranylcypromine,1
4331,tranylcypromine,-1
23410,tranylcypromine,-1
581,tranylcypromine,1
2920,tranylcypromine,-1
2264,tranylcypromine,-1
2946,tranylcypromine,1
836,tranylcypromine,-1
10904,tranylcypromine,-1
230,tranylcypromine,1
57804,tranylcypromine,1
57147,tranylcypromine,-1
80746,tranylcypromine,-1
5716,tranylcypromine,-1
23499,tranylcypromine,-1
65123,tranylcypromine,-1
965,tranylcypromine,-1
8864,tranylcypromine,1
29946,tranylcypromine,-1
10970,tranylcypromine,1
6879,tranylcypromine,-1
8761,tranylcypromine,1
262,tranylcypromine,-1
10581,tranylcypromine,-1
8452,tranylcypromine,1
7072,tranylcypromine,-1
7411,tranylcypromine,-1
1075,tranylcypromine,1
8519,tranylcypromine,-1
4659,tranylcypromine,-1
1615,tranylcypromine,-1
7163,tranylcypromine,-1
7175,tranylcypromine,-1
6059,tranylcypromine,-1
5069,tranylcypromine,1
6400,tranylcypromine,1
8899,tranylcypromine,-1
5504,tranylcypromine,-1
65117,tranylcypromine,-1
8467,tranylcypromine,-1
10445,tranylcypromine,1
4140,tranylcypromine,1
7844,tranylcypromine,1
290,tranylcypromine,1
7525,tranylcypromine,-1
9830,tranylcypromine,1
7019,tranylcypromine,-1
54987,tranylcypromine,1
51020,tranylcypromine,-1
3660,tranylcypromine,-1
3998,tranylcypromine,-1
10019,tranylcypromine,1
23473,tranylcypromine,-1
54726,tranylcypromine,-1
10507,tranylcypromine,-1
8722,tranylcypromine,1
3248,tranylcypromine,-1
5481,tranylcypromine,-1
2247,tranylcypromine,1
5534,tranylcypromine,1
6787,tranylcypromine,-1
10468,tranylcypromine,1
1174,tranylcypromine,1
5933,tranylcypromine,-1
5125,tranylcypromine,1
5638,tranylcypromine,-1
55117,tranylcypromine,1
5753,tranylcypromine,1
3204,tranylcypromine,-1
25840,tranylcypromine,1
10393,tranylcypromine,-1
1191,tranylcypromine,1
8405,tranylcypromine,-1
9361,tranylcypromine,1
9039,tranylcypromine,-1
57060,tranylcypromine,-1
11030,tranylcypromine,-1
8576,tranylcypromine,1
91851,tranylcypromine,1
406,tranylcypromine,1
6016,tranylcypromine,-1
3953,tranylcypromine,-1
545,tranylcypromine,-1
7917,tranylcypromine,1
27101,tranylcypromine,-1
85363,tranylcypromine,-1
26018,tranylcypromine,-1
9114,tranylcypromine,1
23339,tranylcypromine,1
5295,tranylcypromine,-1
204851,tranylcypromine,1
2976,tranylcypromine,1
9807,tranylcypromine,1
9326,tranylcypromine,-1
11118,tranylcypromine,-1
84162,tranylcypromine,-1
5978,tranylcypromine,-1
6780,tranylcypromine,1
196441,tranylcypromine,-1
2296,tranylcypromine,-1
26275,tranylcypromine,-1
25841,tranylcypromine,1
220594,tranylcypromine,-1
8549,tranylcypromine,-1
8991,tranylcypromine,1
54470,tranylcypromine,-1
5129,tranylcypromine,-1
100499177,tranylcypromine,-1
1743,tranylcypromine,1
10474,tranylcypromine,-1
10144,tranylcypromine,1
26354,tranylcypromine,-1
23621,tranylcypromine,1
9547,tranylcypromine,-1
28958,tranylcypromine,-1
55114,tranylcypromine,1
80232,tranylcypromine,1
54884,tranylcypromine,1
54982,tranylcypromine,1
64110,tranylcypromine,-1
57645,tranylcypromine,-1
27236,tranylcypromine,-1
10884,tranylcypromine,-1
28978,tranylcypromine,-1
55900,tranylcypromine,-1
64216,tranylcypromine,-1
54969,tranylcypromine,-1
51651,tranylcypromine,-1
65109,tranylcypromine,-1
55843,tranylcypromine,1
51388,tranylcypromine,-1
51106,tranylcypromine,-1
51016,tranylcypromine,1
79623,tranylcypromine,1
79886,tranylcypromine,-1
80723,tranylcypromine,1
54978,tranylcypromine,1
55005,tranylcypromine,-1
64772,tranylcypromine,-1
80700,tranylcypromine,1
29990,tranylcypromine,-1
51136,tranylcypromine,-1
27090,tranylcypromine,1
1875,tranylcypromine,-1
113791,tranylcypromine,1
90806,tranylcypromine,-1
32,tranylcypromine,1
5533,tranylcypromine,-1
79903,tranylcypromine,1
2487,tranylcypromine,1
4013,tranylcypromine,1
5742,tranylcypromine,1
9899,tranylcypromine,1
3292,tranylcypromine,1
6571,tranylcypromine,1
8875,tranylcypromine,1
4901,tranylcypromine,1
3344,tranylcypromine,-1
3222,tranylcypromine,1
9468,tranylcypromine,1
781,tranylcypromine,1
3952,tranylcypromine,1
4974,tranylcypromine,-1
2155,tranylcypromine,1
623,tranylcypromine,1
5458,tranylcypromine,1
3849,tranylcypromine,1
1572,tranylcypromine,1
1758,tranylcypromine,1
5453,tranylcypromine,1
55691,tranylcypromine,1
171558,tranylcypromine,1
5132,tranylcypromine,1
5553,tranylcypromine,1
2898,tranylcypromine,1
91977,tranylcypromine,1
5789,tranylcypromine,-1
221830,tranylcypromine,-1
253982,tranylcypromine,1
55567,tranylcypromine,1
51193,tranylcypromine,-1
65996,tranylcypromine,1
55022,tranylcypromine,1
55626,tranylcypromine,1
29106,tranylcypromine,1
6399,tranylcypromine,-1
54834,tranylcypromine,1
78997,tranylcypromine,1
55512,tranylcypromine,1
79847,tranylcypromine,1
79698,tranylcypromine,1
79750,tranylcypromine,1
128553,tranylcypromine,1
55073,tranylcypromine,-1
23491,tranylcypromine,1
23418,tranylcypromine,1
55160,tranylcypromine,1
84851,tranylcypromine,-1
55798,tranylcypromine,-1
5613,trazodone,-1
5880,trazodone,-1
80204,trazodone,-1
6193,trazodone,-1
79090,trazodone,1
11044,trazodone,1
392,trazodone,1
9797,trazodone,-1
2817,trazodone,-1
9805,trazodone,1
1643,trazodone,-1
1666,trazodone,-1
26020,trazodone,-1
54733,trazodone,-1
6050,trazodone,1
10245,trazodone,-1
670,trazodone,1
5867,trazodone,-1
7905,trazodone,-1
6195,trazodone,-1
9903,trazodone,-1
5300,trazodone,1
27242,trazodone,1
60493,trazodone,-1
57761,trazodone,1
9842,trazodone,1
58472,trazodone,-1
55165,trazodone,-1
9948,trazodone,-1
1933,trazodone,-1
4926,trazodone,-1
23196,trazodone,-1
7317,trazodone,-1
9669,trazodone,-1
231,trazodone,-1
1615,trazodone,-1
684,trazodone,-1
2697,trazodone,1
5970,trazodone,-1
9604,trazodone,-1
4720,trazodone,1
23476,trazodone,-1
10120,trazodone,-1
3835,trazodone,1
8467,trazodone,-1
84747,trazodone,-1
4853,trazodone,-1
9249,trazodone,1
7128,trazodone,-1
64844,trazodone,-1
1936,trazodone,-1
10615,trazodone,-1
475,trazodone,-1
4023,trazodone,-1
4726,trazodone,1
1734,trazodone,-1
26168,trazodone,-1
1479,trazodone,-1
4682,trazodone,1
2149,trazodone,-1
6604,trazodone,-1
7280,trazodone,1
8479,trazodone,1
11169,trazodone,-1
1824,trazodone,1
4097,trazodone,-1
2960,trazodone,-1
10874,trazodone,1
6690,trazodone,1
5021,trazodone,-1
5046,trazodone,1
7743,trazodone,-1
6166,trazodone,-1
5606,trazodone,-1
81552,trazodone,-1
81628,trazodone,-1
54504,trazodone,-1
7536,trazodone,-1
900,trazodone,-1
8648,trazodone,-1
6663,trazodone,1
55526,trazodone,-1
2932,trazodone,-1
10477,trazodone,-1
328,trazodone,-1
2091,trazodone,-1
7375,trazodone,-1
293,trazodone,-1
2907,trazodone,-1
26057,trazodone,-1
23198,trazodone,-1
23175,trazodone,-1
91782,trazodone,-1
7551,trazodone,-1
1723,trazodone,1
56890,trazodone,-1
5387,trazodone,-1
10474,trazodone,-1
3712,trazodone,-1
55737,trazodone,-1
54606,trazodone,1
51637,trazodone,-1
10419,trazodone,-1
11198,trazodone,-1
51144,trazodone,-1
79647,trazodone,-1
64769,trazodone,-1
64787,trazodone,1
60485,trazodone,-1
25959,trazodone,-1
64062,trazodone,-1
55731,trazodone,-1
79960,trazodone,-1
23612,trazodone,1
54969,trazodone,-1
64285,trazodone,1
54664,trazodone,-1
54069,trazodone,-1
55172,trazodone,-1
51106,trazodone,-1
64398,trazodone,-1
79573,trazodone,1
64840,trazodone,-1
24147,trazodone,-1
79838,trazodone,1
55647,trazodone,1
56257,trazodone,-1
79098,trazodone,1
26012,trazodone,-1
57226,trazodone,-1
23603,trazodone,-1
4869,trazodone,-1
55168,trazodone,1
9254,trazodone,1
2638,trazodone,1
5345,trazodone,1
338,trazodone,1
5816,trazodone,1
7728,trazodone,1
5676,trazodone,1
2147,trazodone,1
10266,trazodone,1
26085,trazodone,1
345,trazodone,1
9256,trazodone,1
22843,trazodone,1
26191,trazodone,1
126,trazodone,1
731,trazodone,1
325,trazodone,1
1610,trazodone,1
732,trazodone,1
6334,trazodone,1
781,trazodone,1
4892,trazodone,1
319,trazodone,1
6512,trazodone,1
1558,trazodone,1
4622,trazodone,1
26658,trazodone,1
2863,trazodone,1
462,trazodone,1
5148,trazodone,1
4653,trazodone,1
11074,trazodone,1
729,trazodone,1
7036,trazodone,1
