Source,Target,value
8564,fluvoxamine,-1
23492,fluvoxamine,-1
57608,fluvoxamine,-1
283298,fluvoxamine,-1
4969,fluvoxamine,-1
54829,fluvoxamine,-1
29106,fluvoxamine,1
79652,fluvoxamine,-1
9530,fluvoxamine,1
8437,fluvoxamine,-1
9573,fluvoxamine,-1
79935,fluvoxamine,-1
55103,fluvoxamine,1
54149,fluvoxamine,-1
51715,fluvoxamine,1
26249,fluvoxamine,-1
1834,fluvoxamine,1
27434,fluvoxamine,-1
79591,fluvoxamine,1
3553,isocarboxazid,-1
427,isocarboxazid,1
5613,isocarboxazid,-1
56924,isocarboxazid,-1
5880,isocarboxazid,-1
998,isocarboxazid,-1
4690,isocarboxazid,1
3122,isocarboxazid,-1
2146,isocarboxazid,1
207,isocarboxazid,1
64746,isocarboxazid,-1
24149,isocarboxazid,1
3815,isocarboxazid,-1
7082,isocarboxazid,-1
8678,isocarboxazid,1
57804,isocarboxazid,-1
23142,isocarboxazid,-1
83743,isocarboxazid,1
51282,isocarboxazid,1
55793,isocarboxazid,1
8550,isocarboxazid,1
1062,isocarboxazid,-1
80758,isocarboxazid,1
51385,isocarboxazid,-1
7905,isocarboxazid,-1
27242,isocarboxazid,1
51465,isocarboxazid,-1
2810,isocarboxazid,1
55120,isocarboxazid,1
5230,isocarboxazid,-1
8766,isocarboxazid,1
1350,isocarboxazid,-1
5707,isocarboxazid,-1
27089,isocarboxazid,-1
3073,isocarboxazid,1
5571,isocarboxazid,1
25820,isocarboxazid,1
10327,isocarboxazid,1
648,isocarboxazid,-1
4799,isocarboxazid,-1
558,isocarboxazid,-1
6662,isocarboxazid,-1
8445,isocarboxazid,-1
10428,isocarboxazid,-1
7050,isocarboxazid,1
11183,isocarboxazid,1
705,isocarboxazid,1
788,isocarboxazid,-1
1613,isocarboxazid,1
1774,isocarboxazid,-1
55756,isocarboxazid,1
5826,isocarboxazid,1
9781,isocarboxazid,-1
6604,isocarboxazid,-1
3931,isocarboxazid,1
8986,isocarboxazid,1
4675,isocarboxazid,1
1356,isocarboxazid,-1
5225,isocarboxazid,1
2571,isocarboxazid,1
10385,isocarboxazid,1
9941,isocarboxazid,1
904,isocarboxazid,-1
3885,isocarboxazid,1
1466,isocarboxazid,1
2678,isocarboxazid,-1
7419,isocarboxazid,1
9360,isocarboxazid,-1
27069,isocarboxazid,-1
3914,isocarboxazid,-1
6548,isocarboxazid,-1
634,isocarboxazid,-1
6877,isocarboxazid,1
2551,isocarboxazid,1
5828,isocarboxazid,1
7422,isocarboxazid,1
8702,isocarboxazid,1
6249,isocarboxazid,1
9601,isocarboxazid,-1
92086,isocarboxazid,-1
92140,isocarboxazid,-1
23317,isocarboxazid,-1
57680,isocarboxazid,1
23140,isocarboxazid,-1
10914,isocarboxazid,-1
4781,isocarboxazid,-1
7337,isocarboxazid,1
730101,isocarboxazid,1
115123,isocarboxazid,1
51083,isocarboxazid,-1
4205,isocarboxazid,1
84981,isocarboxazid,-1
91373,isocarboxazid,1
149111,isocarboxazid,1
2885,isocarboxazid,1
23256,isocarboxazid,1
91775,isocarboxazid,1
79109,isocarboxazid,-1
54812,isocarboxazid,-1
54977,isocarboxazid,1
55069,isocarboxazid,1
100287932,isocarboxazid,1
55177,isocarboxazid,-1
64786,isocarboxazid,1
51642,isocarboxazid,-1
79089,isocarboxazid,1
56984,isocarboxazid,1
55196,isocarboxazid,-1
29097,isocarboxazid,-1
64757,isocarboxazid,-1
60487,isocarboxazid,1
23411,isocarboxazid,1
64411,isocarboxazid,-1
55848,isocarboxazid,-1
51316,isocarboxazid,-1
54509,isocarboxazid,-1
79803,isocarboxazid,-1
79691,isocarboxazid,1
49856,isocarboxazid,1
64860,isocarboxazid,1
63924,isocarboxazid,-1
79669,isocarboxazid,1
64167,isocarboxazid,-1
55026,isocarboxazid,1
64430,isocarboxazid,1
64376,isocarboxazid,1
55006,isocarboxazid,1
55726,isocarboxazid,1
2768,isocarboxazid,1
254102,isocarboxazid,-1
10471,isocarboxazid,-1
9786,isocarboxazid,1
79959,isocarboxazid,1
7805,isocarboxazid,-1
9701,isocarboxazid,-1
1520,isocarboxazid,-1
4046,isocarboxazid,-1
2207,isocarboxazid,-1
23046,isocarboxazid,-1
5877,isocarboxazid,-1
11326,isocarboxazid,-1
1641,isocarboxazid,-1
4300,isocarboxazid,-1
50649,isocarboxazid,-1
2357,isocarboxazid,-1
1780,isocarboxazid,1
4157,isocarboxazid,1
8418,isocarboxazid,1
10325,isocarboxazid,1
671,isocarboxazid,-1
1620,isocarboxazid,1
3101,isocarboxazid,-1
7409,isocarboxazid,-1
8483,isocarboxazid,-1
3780,isocarboxazid,-1
6000,isocarboxazid,1
6837,isocarboxazid,-1
1088,isocarboxazid,-1
917,isocarboxazid,-1
89,isocarboxazid,-1
5754,isocarboxazid,1
4990,isocarboxazid,1
1669,isocarboxazid,-1
4317,isocarboxazid,-1
5858,isocarboxazid,1
5241,isocarboxazid,1
26251,isocarboxazid,1
23291,isocarboxazid,-1
199,isocarboxazid,-1
719,isocarboxazid,-1
820,isocarboxazid,-1
5890,isocarboxazid,1
1281,isocarboxazid,-1
11250,isocarboxazid,1
4684,isocarboxazid,-1
256949,isocarboxazid,-1
3490,isocarboxazid,1
1288,isocarboxazid,-1
440352,isocarboxazid,1
23181,isocarboxazid,-1
55339,isocarboxazid,1
64940,isocarboxazid,1
27128,isocarboxazid,-1
56986,isocarboxazid,1
51338,isocarboxazid,-1
54842,isocarboxazid,1
11123,isocarboxazid,1
79922,isocarboxazid,1
55073,isocarboxazid,1
51104,isocarboxazid,1
26281,isocarboxazid,1
56660,isocarboxazid,1
57337,isocarboxazid,1
79066,isocarboxazid,1
1149,isocarboxazid,-1
1493,isocarboxazid,1
81894,isocarboxazid,-1
80305,isocarboxazid,-1
10018,isocarboxazid,1
2110,isocarboxazid,-1
4776,maprotiline,-1
3312,maprotiline,1
4775,maprotiline,-1
6464,maprotiline,1
5900,maprotiline,-1
2184,maprotiline,1
7485,maprotiline,1
3895,maprotiline,1
9943,maprotiline,1
4609,maprotiline,1
6919,maprotiline,1
3482,maprotiline,-1
8870,maprotiline,-1
388650,maprotiline,1
51282,maprotiline,1
79716,maprotiline,1
3682,maprotiline,1
3202,maprotiline,-1
54442,maprotiline,-1
102,maprotiline,-1
8270,maprotiline,1
4998,maprotiline,1
55033,maprotiline,-1
55958,maprotiline,1
23635,maprotiline,1
9712,maprotiline,-1
9738,maprotiline,1
55862,maprotiline,-1
9841,maprotiline,-1
8717,maprotiline,1
967,maprotiline,-1
37,maprotiline,1
4076,maprotiline,-1
3735,maprotiline,-1
10528,maprotiline,1
3188,maprotiline,-1
3710,maprotiline,1
327,maprotiline,1
2012,maprotiline,1
6414,maprotiline,1
347,maprotiline,-1
2697,maprotiline,1
9202,maprotiline,-1
25937,maprotiline,-1
10452,maprotiline,1
3685,maprotiline,1
833,maprotiline,1
10928,maprotiline,-1
287,maprotiline,-1
27429,maprotiline,1
6733,maprotiline,-1
54987,maprotiline,1
9682,maprotiline,-1
2119,maprotiline,-1
6729,maprotiline,-1
7111,maprotiline,1
3707,maprotiline,-1
2730,maprotiline,1
5134,maprotiline,-1
114034,maprotiline,1
9857,maprotiline,-1
1824,maprotiline,1
3396,maprotiline,1
2568,maprotiline,-1
2258,maprotiline,-1
10621,maprotiline,1
7786,maprotiline,-1
1602,maprotiline,-1
6495,maprotiline,-1
136,maprotiline,1
26040,maprotiline,-1
5192,maprotiline,-1
4100,maprotiline,1
83481,maprotiline,1
5515,maprotiline,-1
6185,maprotiline,1
9584,maprotiline,1
8894,maprotiline,1
5127,maprotiline,-1
1397,maprotiline,-1
51526,maprotiline,1
3704,maprotiline,1
6478,maprotiline,-1
7171,maprotiline,1
8612,maprotiline,-1
6404,maprotiline,1
545,maprotiline,-1
10211,maprotiline,1
26133,maprotiline,1
1457,maprotiline,1
23063,maprotiline,-1
2618,maprotiline,1
114882,maprotiline,-1
80205,maprotiline,-1
57460,maprotiline,-1
987,maprotiline,-1
23294,maprotiline,-1
875,maprotiline,1
23286,maprotiline,1
6628,maprotiline,1
30850,maprotiline,1
115123,maprotiline,-1
7738,maprotiline,-1
7571,maprotiline,-1
3845,maprotiline,-1
22936,maprotiline,1
10084,maprotiline,-1
4205,maprotiline,-1
25854,maprotiline,-1
2885,maprotiline,1
25844,maprotiline,-1
10220,maprotiline,-1
10492,maprotiline,-1
51108,maprotiline,-1
51144,maprotiline,-1
55705,maprotiline,1
2060,maprotiline,1
60488,maprotiline,-1
79415,maprotiline,1
79624,maprotiline,-1
51111,maprotiline,-1
55741,maprotiline,1
55758,maprotiline,-1
64062,maprotiline,-1
55337,maprotiline,1
9439,maprotiline,-1
55656,maprotiline,-1
30845,maprotiline,-1
54980,maprotiline,-1
28992,maprotiline,-1
60681,maprotiline,-1
10390,maprotiline,1
10998,maprotiline,1
55968,maprotiline,1
27436,maprotiline,-1
29058,maprotiline,1
54407,maprotiline,1
81619,maprotiline,-1
50807,maprotiline,-1
81566,maprotiline,-1
11160,maprotiline,-1
5128,maprotiline,-1
79137,maprotiline,-1
28511,maprotiline,-1
1477,maprotiline,-1
23510,maprotiline,1
9812,maprotiline,1
1674,maprotiline,-1
23229,maprotiline,-1
4253,maprotiline,-1
1120,maprotiline,1
933,maprotiline,1
22900,maprotiline,-1
6712,maprotiline,-1
27293,maprotiline,1
4319,maprotiline,1
4314,maprotiline,1
5745,maprotiline,-1
1807,maprotiline,-1
3670,maprotiline,-1
9223,maprotiline,-1
22891,maprotiline,1
55721,maprotiline,1
6335,maprotiline,1
9666,maprotiline,-1
10566,maprotiline,-1
5593,maprotiline,1
6098,maprotiline,1
6103,maprotiline,1
1240,maprotiline,1
4689,maprotiline,1
3860,maprotiline,-1
6354,maprotiline,1
5228,maprotiline,-1
1435,maprotiline,1
4613,maprotiline,-1
10278,maprotiline,-1
10214,maprotiline,1
9657,maprotiline,1
57553,maprotiline,1
23024,maprotiline,-1
57185,maprotiline,1
5008,maprotiline,1
57556,maprotiline,-1
221472,maprotiline,1
1006,maprotiline,1
60672,maprotiline,1
54952,maprotiline,1
54991,maprotiline,1
2055,maprotiline,1
30811,maprotiline,1
11153,maprotiline,-1
23615,maprotiline,1
79862,maprotiline,1
80319,maprotiline,-1
55205,maprotiline,-1
29119,maprotiline,1
3224,maprotiline,1
440738,maprotiline,1
84861,maprotiline,-1
466,mianserin,1
2115,mianserin,1
5743,mianserin,-1
808,mianserin,-1
1019,mianserin,1
3454,mianserin,-1
4851,mianserin,-1
5583,mianserin,-1
9854,mianserin,-1
8553,mianserin,-1
7016,mianserin,-1
10513,mianserin,1
3337,mianserin,1
6182,mianserin,1
23588,mianserin,1
1759,mianserin,-1
23585,mianserin,1
6944,mianserin,-1
23530,mianserin,1
7153,mianserin,1
10969,mianserin,1
27336,mianserin,-1
79073,mianserin,1
2817,mianserin,-1
5359,mianserin,-1
51053,mianserin,1
9267,mianserin,-1
57149,mianserin,1
56654,mianserin,1
10434,mianserin,1
1738,mianserin,1
23039,mianserin,1
23212,mianserin,-1
10845,mianserin,-1
51026,mianserin,1
50810,mianserin,1
10668,mianserin,-1
56940,mianserin,1
102,mianserin,-1
7105,mianserin,1
178,mianserin,-1
93594,mianserin,-1
55256,mianserin,1
2624,mianserin,-1
9133,mianserin,1
8050,mianserin,1
79961,mianserin,-1
2017,mianserin,1
10059,mianserin,1
7358,mianserin,-1
50865,mianserin,-1
874,mianserin,-1
2997,mianserin,1
9869,mianserin,-1
23240,mianserin,-1
9925,mianserin,-1
3608,mianserin,-1
6230,mianserin,1
7317,mianserin,1
1964,mianserin,1
1843,mianserin,-1
6238,mianserin,-1
55854,mianserin,1
400,mianserin,1
5970,mianserin,1
6397,mianserin,-1
51567,mianserin,-1
9255,mianserin,1
7298,mianserin,1
901,mianserin,1
9551,mianserin,1
2201,mianserin,-1
5932,mianserin,1
2119,mianserin,-1
4085,mianserin,1
27257,mianserin,1
9377,mianserin,1
26168,mianserin,1
4234,mianserin,1
9338,mianserin,1
140465,mianserin,1
25906,mianserin,1
7186,mianserin,-1
393,mianserin,1
9252,mianserin,-1
8030,mianserin,1
7978,mianserin,1
7091,mianserin,-1
9575,mianserin,1
5450,mianserin,-1
2571,mianserin,1
185,mianserin,1
51678,mianserin,1
221,mianserin,1
486,mianserin,1
4857,mianserin,1
136,mianserin,-1
6278,mianserin,-1
3159,mianserin,1
9837,mianserin,-1
5298,mianserin,-1
6419,mianserin,1
57016,mianserin,-1
23623,mianserin,-1
5394,mianserin,-1
10938,mianserin,1
65018,mianserin,1
182,mianserin,-1
1410,mianserin,1
7041,mianserin,-1
6470,mianserin,-1
5026,mianserin,-1
10632,mianserin,1
7841,mianserin,-1
2533,mianserin,1
23042,mianserin,-1
23350,mianserin,1
23126,mianserin,-1
23389,mianserin,1
55970,mianserin,-1
271,mianserin,-1
23032,mianserin,1
5439,mianserin,1
10499,mianserin,-1
23405,mianserin,-1
6196,mianserin,-1
23370,mianserin,-1
92482,mianserin,1
2296,mianserin,1
643641,mianserin,1
220594,mianserin,1
10202,mianserin,-1
10102,mianserin,1
4205,mianserin,1
90333,mianserin,1
8890,mianserin,-1
389898,mianserin,1
51400,mianserin,1
2060,mianserin,-1
553115,mianserin,-1
2287,mianserin,1
51123,mianserin,-1
60492,mianserin,1
79622,mianserin,1
11253,mianserin,-1
55340,mianserin,-1
9317,mianserin,1
51316,mianserin,-1
55751,mianserin,1
56913,mianserin,1
55617,mianserin,-1
10313,mianserin,1
79074,mianserin,1
387707,mianserin,1
55146,mianserin,1
55388,mianserin,1
29990,mianserin,1
55863,mianserin,1
23780,mianserin,1
3069,mianserin,-1
57513,mianserin,-1
51150,mianserin,-1
3954,mianserin,1
9026,mianserin,-1
79155,mianserin,1
83637,mianserin,1
93210,mianserin,-1
51092,mianserin,1
4811,mianserin,-1
335,mianserin,-1
1113,mianserin,-1
3294,mianserin,-1
338,mianserin,-1
10458,mianserin,-1
27293,mianserin,-1
2626,mianserin,-1
345,mianserin,-1
5968,mianserin,-1
13,mianserin,-1
2641,mianserin,-1
2315,mianserin,-1
922,mianserin,1
337,mianserin,-1
3592,mianserin,-1
1446,mianserin,-1
8601,mianserin,-1
23194,mianserin,-1
23148,mianserin,-1
6750,mianserin,-1
1506,mianserin,-1
22987,mianserin,-1
23413,mianserin,-1
6399,mianserin,1
80176,mianserin,-1
80724,mianserin,1
50617,mianserin,1
50624,mianserin,-1
440738,mianserin,1
26084,mianserin,-1
9580,mianserin,-1
2115,mirtazapine,-1
695,mirtazapine,-1
5467,mirtazapine,1
4775,mirtazapine,-1
6464,mirtazapine,1
5900,mirtazapine,-1
1027,mirtazapine,1
2597,mirtazapine,-1
9854,mirtazapine,-1
5440,mirtazapine,1
9703,mirtazapine,-1
5641,mirtazapine,-1
3895,mirtazapine,1
10285,mirtazapine,1
7020,mirtazapine,1
55746,mirtazapine,1
9267,mirtazapine,-1
4925,mirtazapine,-1
26020,mirtazapine,-1
5831,mirtazapine,-1
57804,mirtazapine,-1
6813,mirtazapine,-1
11011,mirtazapine,1
5891,mirtazapine,1
1633,mirtazapine,-1
23321,mirtazapine,1
9670,mirtazapine,1
6119,mirtazapine,-1
8050,mirtazapine,1
57019,mirtazapine,1
9200,mirtazapine,1
26355,mirtazapine,-1
18,mirtazapine,-1
6152,mirtazapine,-1
2197,mirtazapine,-1
6167,mirtazapine,-1
5573,mirtazapine,1
163,mirtazapine,1
10399,mirtazapine,-1
6711,mirtazapine,1
6209,mirtazapine,-1
6227,mirtazapine,-1
6202,mirtazapine,-1
6181,mirtazapine,-1
1974,mirtazapine,-1
6132,mirtazapine,-1
6125,mirtazapine,-1
5931,mirtazapine,-1
8992,mirtazapine,-1
5707,mirtazapine,-1
6217,mirtazapine,-1
8729,mirtazapine,-1
2803,mirtazapine,-1
4722,mirtazapine,1
23429,mirtazapine,1
8502,mirtazapine,1
3419,mirtazapine,1
10975,mirtazapine,-1
5872,mirtazapine,-1
9665,mirtazapine,-1
8892,mirtazapine,1
5604,mirtazapine,1
25804,mirtazapine,-1
528,mirtazapine,1
7040,mirtazapine,1
9679,mirtazapine,-1
4709,mirtazapine,-1
9727,mirtazapine,-1
23637,mirtazapine,-1
22875,mirtazapine,-1
9895,mirtazapine,1
9825,mirtazapine,-1
23287,mirtazapine,1
7060,mirtazapine,-1
6493,mirtazapine,-1
2787,mirtazapine,-1
4595,mirtazapine,-1
9612,mirtazapine,-1
2318,mirtazapine,-1
81875,mirtazapine,1
3646,mirtazapine,-1
22992,mirtazapine,-1
23176,mirtazapine,1
2098,mirtazapine,1
7026,mirtazapine,-1
10294,mirtazapine,1
7508,mirtazapine,-1
6873,mirtazapine,1
6470,mirtazapine,1
27229,mirtazapine,1
1781,mirtazapine,1
6175,mirtazapine,-1
23089,mirtazapine,1
57634,mirtazapine,-1
23070,mirtazapine,-1
9043,mirtazapine,1
6653,mirtazapine,1
22800,mirtazapine,1
23336,mirtazapine,-1
157567,mirtazapine,1
124565,mirtazapine,1
23315,mirtazapine,-1
11046,mirtazapine,-1
115939,mirtazapine,-1
9125,mirtazapine,-1
55559,mirtazapine,1
112611,mirtazapine,1
11339,mirtazapine,1
10202,mirtazapine,-1
6259,mirtazapine,1
4586,mirtazapine,-1
23093,mirtazapine,1
8890,mirtazapine,1
51668,mirtazapine,-1
6130,mirtazapine,-1
8802,mirtazapine,1
55585,mirtazapine,1
60685,mirtazapine,-1
29099,mirtazapine,1
55177,mirtazapine,1
4801,mirtazapine,1
55197,mirtazapine,1
55198,mirtazapine,-1
81539,mirtazapine,1
80013,mirtazapine,1
80017,mirtazapine,-1
64215,mirtazapine,-1
55030,mirtazapine,1
55297,mirtazapine,-1
55222,mirtazapine,-1
55206,mirtazapine,-1
23417,mirtazapine,-1
51318,mirtazapine,1
23596,mirtazapine,1
55790,mirtazapine,-1
54344,mirtazapine,1
79863,mirtazapine,-1
64359,mirtazapine,1
29929,mirtazapine,-1
254394,mirtazapine,-1
51204,mirtazapine,1
51136,mirtazapine,1
81932,mirtazapine,1
9440,mirtazapine,1
64981,mirtazapine,-1
7311,mirtazapine,-1
159,mirtazapine,1
79140,mirtazapine,-1
9673,mirtazapine,1
85360,mirtazapine,-1
6158,mirtazapine,-1
6155,mirtazapine,-1
6205,mirtazapine,-1
6229,mirtazapine,-1
6176,mirtazapine,-1
6204,mirtazapine,-1
6222,mirtazapine,-1
6168,mirtazapine,-1
9913,mirtazapine,1
3791,mirtazapine,1
2123,mirtazapine,1
5775,mirtazapine,1
5968,mirtazapine,1
3231,mirtazapine,1
126,mirtazapine,1
50859,mirtazapine,1
23643,mirtazapine,1
1038,mirtazapine,1
4762,mirtazapine,1
6208,mirtazapine,-1
6147,mirtazapine,-1
1116,mirtazapine,1
9863,mirtazapine,1
26052,mirtazapine,1
91304,mirtazapine,1
23177,mirtazapine,1
1955,mirtazapine,1
400506,mirtazapine,1
57205,mirtazapine,1
10595,mirtazapine,-1
2843,mirtazapine,-1
57152,mirtazapine,-1
57198,mirtazapine,-1
5545,mirtazapine,-1
51550,mirtazapine,1
55280,mirtazapine,1
60526,mirtazapine,1
79169,mirtazapine,1
65250,mirtazapine,1
80757,mirtazapine,-1
57126,mirtazapine,1
54842,mirtazapine,1
57733,mirtazapine,1
79689,mirtazapine,1
54859,mirtazapine,1
55784,mirtazapine,1
29943,mirtazapine,-1
81790,mirtazapine,1
56006,mirtazapine,1
55798,mirtazapine,1
1981,nefazodone,1
8440,nefazodone,1
8091,nefazodone,1
3454,nefazodone,-1
7027,nefazodone,-1
80204,nefazodone,1
93487,nefazodone,-1
10898,nefazodone,-1
9276,nefazodone,1
9143,nefazodone,-1
1070,nefazodone,1
6919,nefazodone,1
10058,nefazodone,-1
5019,nefazodone,1
9637,nefazodone,-1
51282,nefazodone,1
200734,nefazodone,1
5255,nefazodone,-1
29763,nefazodone,-1
80758,nefazodone,1
10318,nefazodone,1
10329,nefazodone,-1
54442,nefazodone,-1
4200,nefazodone,-1
9133,nefazodone,1
55033,nefazodone,-1
2852,nefazodone,-1
11142,nefazodone,1
51805,nefazodone,-1
6722,nefazodone,1
10427,nefazodone,1
10312,nefazodone,1
1949,nefazodone,-1
10487,nefazodone,-1
57062,nefazodone,1
9588,nefazodone,1
1611,nefazodone,1
7057,nefazodone,1
7284,nefazodone,-1
5719,nefazodone,-1
8507,nefazodone,1
3912,nefazodone,1
2697,nefazodone,1
9512,nefazodone,1
7283,nefazodone,-1
51663,nefazodone,1
1362,nefazodone,1
6566,nefazodone,-1
79065,nefazodone,-1
25949,nefazodone,1
8813,nefazodone,1
10497,nefazodone,-1
5326,nefazodone,1
8604,nefazodone,-1
164,nefazodone,-1
4236,nefazodone,1
51439,nefazodone,1
10272,nefazodone,-1
11018,nefazodone,-1
7169,nefazodone,-1
11010,nefazodone,-1
341,nefazodone,-1
3096,nefazodone,1
7091,nefazodone,-1
1080,nefazodone,1
1161,nefazodone,-1
101,nefazodone,1
6102,nefazodone,1
3569,nefazodone,1
3484,nefazodone,1
2593,nefazodone,-1
7185,nefazodone,1
1047,nefazodone,1
28952,nefazodone,-1
6691,nefazodone,1
28234,nefazodone,1
5163,nefazodone,-1
2788,nefazodone,-1
1472,nefazodone,1
2787,nefazodone,1
10321,nefazodone,1
1755,nefazodone,1
26255,nefazodone,1
4218,nefazodone,-1
10482,nefazodone,1
663,nefazodone,1
7248,nefazodone,-1
1066,nefazodone,1
54453,nefazodone,1
10098,nefazodone,-1
26235,nefazodone,-1
90410,nefazodone,1
1672,nefazodone,1
444,nefazodone,-1
6320,nefazodone,1
3320,nefazodone,1
715,nefazodone,1
293,nefazodone,1
10410,nefazodone,-1
286451,nefazodone,-1
124801,nefazodone,-1
440026,nefazodone,-1
23299,nefazodone,-1
7373,nefazodone,1
9675,nefazodone,1
23270,nefazodone,1
9527,nefazodone,1
7110,nefazodone,1
9862,nefazodone,1
961,nefazodone,-1
23074,nefazodone,1
57613,nefazodone,-1
57212,nefazodone,-1
23066,nefazodone,-1
2316,nefazodone,1
22902,nefazodone,-1
283131,nefazodone,1
84981,nefazodone,1
4071,nefazodone,-1
10135,nefazodone,1
51714,nefazodone,-1
29079,nefazodone,1
10564,nefazodone,1
26225,nefazodone,-1
51447,nefazodone,1
51107,nefazodone,-1
10807,nefazodone,-1
54585,nefazodone,1
50650,nefazodone,1
51368,nefazodone,1
28986,nefazodone,-1
57826,nefazodone,1
51074,nefazodone,-1
8089,nefazodone,1
57001,nefazodone,1
64417,nefazodone,1
55048,nefazodone,1
79683,nefazodone,-1
9064,nefazodone,-1
26577,nefazodone,-1
10678,nefazodone,-1
55664,nefazodone,-1
55128,nefazodone,-1
80146,nefazodone,-1
55351,nefazodone,-1
55329,nefazodone,1
79828,nefazodone,-1
79872,nefazodone,1
55296,nefazodone,-1
25979,nefazodone,1
55755,nefazodone,-1
476,nefazodone,1
81562,nefazodone,-1
51606,nefazodone,1
5361,nefazodone,1
4329,nefazodone,1
6120,nefazodone,-1
29899,nefazodone,1
80755,nefazodone,-1
55379,nefazodone,1
23263,nefazodone,-1
26088,nefazodone,1
79959,nefazodone,1
5156,nefazodone,1
482,nefazodone,-1
240,nefazodone,-1
2781,nefazodone,-1
10090,nefazodone,-1
653,nefazodone,-1
3112,nefazodone,-1
22871,nefazodone,-1
6504,nefazodone,1
247,nefazodone,-1
8690,nefazodone,1
6335,nefazodone,-1
2549,nefazodone,-1
64499,nefazodone,1
65009,nefazodone,-1
2137,nefazodone,-1
26052,nefazodone,-1
6363,nefazodone,1
10332,nefazodone,-1
5594,nefazodone,-1
23261,nefazodone,-1
84302,nefazodone,-1
10982,nefazodone,-1
2774,nefazodone,-1
25924,nefazodone,1
57185,nefazodone,-1
29,nefazodone,1
222642,nefazodone,-1
60684,nefazodone,1
56986,nefazodone,1
27087,nefazodone,-1
24146,nefazodone,1
51761,nefazodone,-1
51087,nefazodone,-1
54988,nefazodone,-1
1008,nefazodone,-1
114112,nefazodone,-1
5290,nortriptyline,-1
56924,nortriptyline,-1
51422,nortriptyline,1
6850,nortriptyline,-1
5777,nortriptyline,-1
8061,nortriptyline,1
6304,nortriptyline,-1
8573,nortriptyline,-1
9813,nortriptyline,-1
1647,nortriptyline,-1
1399,nortriptyline,-1
6919,nortriptyline,1
7538,nortriptyline,-1
2817,nortriptyline,-1
8678,nortriptyline,1
4925,nortriptyline,-1
1956,nortriptyline,-1
57149,nortriptyline,1
55111,nortriptyline,-1
8574,nortriptyline,1
8518,nortriptyline,1
22841,nortriptyline,-1
200734,nortriptyline,-1
2778,nortriptyline,1
79902,nortriptyline,1
54442,nortriptyline,-1
5300,nortriptyline,1
9289,nortriptyline,-1
6894,nortriptyline,-1
91137,nortriptyline,1
2624,nortriptyline,-1
8821,nortriptyline,-1
831,nortriptyline,-1
7106,nortriptyline,1
55033,nortriptyline,-1
57019,nortriptyline,1
84617,nortriptyline,1
10112,nortriptyline,1
5993,nortriptyline,1
874,nortriptyline,-1
3613,nortriptyline,1
18,nortriptyline,1
8853,nortriptyline,-1
3915,nortriptyline,1
5714,nortriptyline,1
2783,nortriptyline,-1
10581,nortriptyline,1
55041,nortriptyline,1
10598,nortriptyline,1
3912,nortriptyline,1
51582,nortriptyline,-1
79888,nortriptyline,1
10314,nortriptyline,1
60496,nortriptyline,1
5692,nortriptyline,1
2182,nortriptyline,-1
8932,nortriptyline,-1
23644,nortriptyline,1
2059,nortriptyline,-1
7128,nortriptyline,-1
6692,nortriptyline,-1
7869,nortriptyline,1
220,nortriptyline,1
80208,nortriptyline,-1
24138,nortriptyline,1
2332,nortriptyline,-1
3993,nortriptyline,1
51096,nortriptyline,1
7443,nortriptyline,1
54475,nortriptyline,1
990,nortriptyline,1
11130,nortriptyline,1
6448,nortriptyline,1
29957,nortriptyline,1
26151,nortriptyline,1
3783,nortriptyline,-1
1478,nortriptyline,1
27030,nortriptyline,1
3396,nortriptyline,1
222,nortriptyline,-1
2705,nortriptyline,-1
3691,nortriptyline,-1
10531,nortriptyline,1
2707,nortriptyline,-1
221,nortriptyline,1
1474,nortriptyline,-1
55643,nortriptyline,-1
26255,nortriptyline,1
5093,nortriptyline,-1
1312,nortriptyline,-1
23185,nortriptyline,1
26471,nortriptyline,-1
7980,nortriptyline,1
109,nortriptyline,1
7508,nortriptyline,1
23163,nortriptyline,1
5631,nortriptyline,1
23345,nortriptyline,1
9562,nortriptyline,-1
6683,nortriptyline,-1
1944,nortriptyline,-1
274,nortriptyline,1
4359,nortriptyline,1
6249,nortriptyline,-1
5441,nortriptyline,1
4150,nortriptyline,-1
10410,nortriptyline,1
202,nortriptyline,-1
157922,nortriptyline,1
10228,nortriptyline,-1
57493,nortriptyline,1
112464,nortriptyline,1
30850,nortriptyline,1
66036,nortriptyline,1
402055,nortriptyline,-1
129080,nortriptyline,-1
131566,nortriptyline,1
9063,nortriptyline,1
387082,nortriptyline,1
9919,nortriptyline,1
22977,nortriptyline,1
8942,nortriptyline,-1
65264,nortriptyline,1
51155,nortriptyline,1
27183,nortriptyline,1
51081,nortriptyline,1
29115,nortriptyline,1
51768,nortriptyline,-1
55723,nortriptyline,1
55859,nortriptyline,1
54820,nortriptyline,-1
79735,nortriptyline,-1
79577,nortriptyline,1
51278,nortriptyline,-1
51650,nortriptyline,1
57826,nortriptyline,-1
79707,nortriptyline,1
22921,nortriptyline,1
56649,nortriptyline,-1
63917,nortriptyline,1
23596,nortriptyline,-1
11275,nortriptyline,-1
55102,nortriptyline,-1
9489,nortriptyline,1
2121,nortriptyline,1
64167,nortriptyline,-1
54971,nortriptyline,1
51154,nortriptyline,1
81606,nortriptyline,-1
81031,nortriptyline,-1
55839,nortriptyline,1
9510,nortriptyline,1
55379,nortriptyline,1
